ID_DIA,NOMBRE_DIA,ID_MES,NOMBRE_MES,ID_TRIMESTRE,NOMBRE_TRIMESTRE,ID_ANYO,NOMBRE_ANYO
155,04/06/2010,6,Junio,2,T2,1,2010
156,05/06/2010,6,Junio,2,T2,1,2010
157,06/06/2010,6,Junio,2,T2,1,2010
158,07/06/2010,6,Junio,2,T2,1,2010
159,08/06/2010,6,Junio,2,T2,1,2010
160,09/06/2010,6,Junio,2,T2,1,2010
161,10/06/2010,6,Junio,2,T2,1,2010
162,11/06/2010,6,Junio,2,T2,1,2010
163,12/06/2010,6,Junio,2,T2,1,2010
164,13/06/2010,6,Junio,2,T2,1,2010
165,14/06/2010,6,Junio,2,T2,1,2010
166,15/06/2010,6,Junio,2,T2,1,2010
167,16/06/2010,6,Junio,2,T2,1,2010
168,17/06/2010,6,Junio,2,T2,1,2010
169,18/06/2010,6,Junio,2,T2,1,2010
170,19/06/2010,6,Junio,2,T2,1,2010
171,20/06/2010,6,Junio,2,T2,1,2010
172,21/06/2010,6,Junio,2,T2,1,2010
173,22/06/2010,6,Junio,2,T2,1,2010
174,23/06/2010,6,Junio,2,T2,1,2010
175,24/06/2010,6,Junio,2,T2,1,2010
176,25/06/2010,6,Junio,2,T2,1,2010
177,26/06/2010,6,Junio,2,T2,1,2010
178,27/06/2010,6,Junio,2,T2,1,2010
179,28/06/2010,6,Junio,2,T2,1,2010
180,29/06/2010,6,Junio,2,T2,1,2010
181,30/06/2010,6,Junio,2,T2,1,2010
182,01/07/2010,7,Julio,3,T3,1,2010
183,02/07/2010,7,Julio,3,T3,1,2010
184,03/07/2010,7,Julio,3,T3,1,2010
185,04/07/2010,7,Julio,3,T3,1,2010
186,05/07/2010,7,Julio,3,T3,1,2010
187,06/07/2010,7,Julio,3,T3,1,2010
188,07/07/2010,7,Julio,3,T3,1,2010
189,08/07/2010,7,Julio,3,T3,1,2010
190,09/07/2010,7,Julio,3,T3,1,2010
191,10/07/2010,7,Julio,3,T3,1,2010
192,11/07/2010,7,Julio,3,T3,1,2010
193,12/07/2010,7,Julio,3,T3,1,2010
194,13/07/2010,7,Julio,3,T3,1,2010
195,14/07/2010,7,Julio,3,T3,1,2010
196,15/07/2010,7,Julio,3,T3,1,2010
197,16/07/2010,7,Julio,3,T3,1,2010
198,17/07/2010,7,Julio,3,T3,1,2010
199,18/07/2010,7,Julio,3,T3,1,2010
200,19/07/2010,7,Julio,3,T3,1,2010
201,20/07/2010,7,Julio,3,T3,1,2010
202,21/07/2010,7,Julio,3,T3,1,2010
203,22/07/2010,7,Julio,3,T3,1,2010
204,23/07/2010,7,Julio,3,T3,1,2010
205,24/07/2010,7,Julio,3,T3,1,2010
206,25/07/2010,7,Julio,3,T3,1,2010
207,26/07/2010,7,Julio,3,T3,1,2010
208,27/07/2010,7,Julio,3,T3,1,2010
209,28/07/2010,7,Julio,3,T3,1,2010
210,29/07/2010,7,Julio,3,T3,1,2010
211,30/07/2010,7,Julio,3,T3,1,2010
212,31/07/2010,7,Julio,3,T3,1,2010
213,01/08/2010,8,Agosto,3,T3,1,2010
214,02/08/2010,8,Agosto,3,T3,1,2010
215,03/08/2010,8,Agosto,3,T3,1,2010
216,04/08/2010,8,Agosto,3,T3,1,2010
217,05/08/2010,8,Agosto,3,T3,1,2010
218,06/08/2010,8,Agosto,3,T3,1,2010
219,07/08/2010,8,Agosto,3,T3,1,2010
220,08/08/2010,8,Agosto,3,T3,1,2010
221,09/08/2010,8,Agosto,3,T3,1,2010
222,10/08/2010,8,Agosto,3,T3,1,2010
223,11/08/2010,8,Agosto,3,T3,1,2010
224,12/08/2010,8,Agosto,3,T3,1,2010
225,13/08/2010,8,Agosto,3,T3,1,2010
226,14/08/2010,8,Agosto,3,T3,1,2010
227,15/08/2010,8,Agosto,3,T3,1,2010
228,16/08/2010,8,Agosto,3,T3,1,2010
229,17/08/2010,8,Agosto,3,T3,1,2010
230,18/08/2010,8,Agosto,3,T3,1,2010
231,19/08/2010,8,Agosto,3,T3,1,2010
232,20/08/2010,8,Agosto,3,T3,1,2010
233,21/08/2010,8,Agosto,3,T3,1,2010
234,22/08/2010,8,Agosto,3,T3,1,2010
235,23/08/2010,8,Agosto,3,T3,1,2010
236,24/08/2010,8,Agosto,3,T3,1,2010
237,25/08/2010,8,Agosto,3,T3,1,2010
238,26/08/2010,8,Agosto,3,T3,1,2010
239,27/08/2010,8,Agosto,3,T3,1,2010
240,28/08/2010,8,Agosto,3,T3,1,2010
241,29/08/2010,8,Agosto,3,T3,1,2010
242,30/08/2010,8,Agosto,3,T3,1,2010
243,31/08/2010,8,Agosto,3,T3,1,2010
244,01/09/2010,9,Septiembre,3,T3,1,2010
245,02/09/2010,9,Septiembre,3,T3,1,2010
246,03/09/2010,9,Septiembre,3,T3,1,2010
247,04/09/2010,9,Septiembre,3,T3,1,2010
248,05/09/2010,9,Septiembre,3,T3,1,2010
249,06/09/2010,9,Septiembre,3,T3,1,2010
250,07/09/2010,9,Septiembre,3,T3,1,2010
251,08/09/2010,9,Septiembre,3,T3,1,2010
252,09/09/2010,9,Septiembre,3,T3,1,2010
253,10/09/2010,9,Septiembre,3,T3,1,2010
254,11/09/2010,9,Septiembre,3,T3,1,2010
255,12/09/2010,9,Septiembre,3,T3,1,2010
256,13/09/2010,9,Septiembre,3,T3,1,2010
257,14/09/2010,9,Septiembre,3,T3,1,2010
258,15/09/2010,9,Septiembre,3,T3,1,2010
259,16/09/2010,9,Septiembre,3,T3,1,2010
260,17/09/2010,9,Septiembre,3,T3,1,2010
261,18/09/2010,9,Septiembre,3,T3,1,2010
262,19/09/2010,9,Septiembre,3,T3,1,2010
263,20/09/2010,9,Septiembre,3,T3,1,2010
264,21/09/2010,9,Septiembre,3,T3,1,2010
265,22/09/2010,9,Septiembre,3,T3,1,2010
266,23/09/2010,9,Septiembre,3,T3,1,2010
267,24/09/2010,9,Septiembre,3,T3,1,2010
268,25/09/2010,9,Septiembre,3,T3,1,2010
269,26/09/2010,9,Septiembre,3,T3,1,2010
270,27/09/2010,9,Septiembre,3,T3,1,2010
271,28/09/2010,9,Septiembre,3,T3,1,2010
272,29/09/2010,9,Septiembre,3,T3,1,2010
273,30/09/2010,9,Septiembre,3,T3,1,2010
274,01/10/2010,10,Octubre,4,T4,1,2010
275,02/10/2010,10,Octubre,4,T4,1,2010
276,03/10/2010,10,Octubre,4,T4,1,2010
277,04/10/2010,10,Octubre,4,T4,1,2010
278,05/10/2010,10,Octubre,4,T4,1,2010
279,06/10/2010,10,Octubre,4,T4,1,2010
280,07/10/2010,10,Octubre,4,T4,1,2010
281,08/10/2010,10,Octubre,4,T4,1,2010
282,09/10/2010,10,Octubre,4,T4,1,2010
283,10/10/2010,10,Octubre,4,T4,1,2010
284,11/10/2010,10,Octubre,4,T4,1,2010
285,12/10/2010,10,Octubre,4,T4,1,2010
286,13/10/2010,10,Octubre,4,T4,1,2010
287,14/10/2010,10,Octubre,4,T4,1,2010
288,15/10/2010,10,Octubre,4,T4,1,2010
289,16/10/2010,10,Octubre,4,T4,1,2010
290,17/10/2010,10,Octubre,4,T4,1,2010
291,18/10/2010,10,Octubre,4,T4,1,2010
292,19/10/2010,10,Octubre,4,T4,1,2010
293,20/10/2010,10,Octubre,4,T4,1,2010
294,21/10/2010,10,Octubre,4,T4,1,2010
295,22/10/2010,10,Octubre,4,T4,1,2010
296,23/10/2010,10,Octubre,4,T4,1,2010
297,24/10/2010,10,Octubre,4,T4,1,2010
298,25/10/2010,10,Octubre,4,T4,1,2010
299,26/10/2010,10,Octubre,4,T4,1,2010
300,27/10/2010,10,Octubre,4,T4,1,2010
301,28/10/2010,10,Octubre,4,T4,1,2010
302,29/10/2010,10,Octubre,4,T4,1,2010
303,30/10/2010,10,Octubre,4,T4,1,2010
304,31/10/2010,10,Octubre,4,T4,1,2010
305,01/11/2010,11,Noviembre,4,T4,1,2010
306,02/11/2010,11,Noviembre,4,T4,1,2010
307,03/11/2010,11,Noviembre,4,T4,1,2010
308,04/11/2010,11,Noviembre,4,T4,1,2010
309,05/11/2010,11,Noviembre,4,T4,1,2010
310,06/11/2010,11,Noviembre,4,T4,1,2010
311,07/11/2010,11,Noviembre,4,T4,1,2010
312,08/11/2010,11,Noviembre,4,T4,1,2010
313,09/11/2010,11,Noviembre,4,T4,1,2010
314,10/11/2010,11,Noviembre,4,T4,1,2010
315,11/11/2010,11,Noviembre,4,T4,1,2010
316,12/11/2010,11,Noviembre,4,T4,1,2010
317,13/11/2010,11,Noviembre,4,T4,1,2010
318,14/11/2010,11,Noviembre,4,T4,1,2010
319,15/11/2010,11,Noviembre,4,T4,1,2010
320,16/11/2010,11,Noviembre,4,T4,1,2010
321,17/11/2010,11,Noviembre,4,T4,1,2010
322,18/11/2010,11,Noviembre,4,T4,1,2010
323,19/11/2010,11,Noviembre,4,T4,1,2010
324,20/11/2010,11,Noviembre,4,T4,1,2010
325,21/11/2010,11,Noviembre,4,T4,1,2010
326,22/11/2010,11,Noviembre,4,T4,1,2010
327,23/11/2010,11,Noviembre,4,T4,1,2010
328,24/11/2010,11,Noviembre,4,T4,1,2010
329,25/11/2010,11,Noviembre,4,T4,1,2010
330,26/11/2010,11,Noviembre,4,T4,1,2010
331,27/11/2010,11,Noviembre,4,T4,1,2010
332,28/11/2010,11,Noviembre,4,T4,1,2010
333,29/11/2010,11,Noviembre,4,T4,1,2010
334,30/11/2010,11,Noviembre,4,T4,1,2010
335,01/12/2010,12,Diciembre,4,T4,1,2010
336,02/12/2010,12,Diciembre,4,T4,1,2010
337,03/12/2010,12,Diciembre,4,T4,1,2010
338,04/12/2010,12,Diciembre,4,T4,1,2010
339,05/12/2010,12,Diciembre,4,T4,1,2010
340,06/12/2010,12,Diciembre,4,T4,1,2010
341,07/12/2010,12,Diciembre,4,T4,1,2010
342,08/12/2010,12,Diciembre,4,T4,1,2010
343,09/12/2010,12,Diciembre,4,T4,1,2010
344,10/12/2010,12,Diciembre,4,T4,1,2010
345,11/12/2010,12,Diciembre,4,T4,1,2010
346,12/12/2010,12,Diciembre,4,T4,1,2010
347,13/12/2010,12,Diciembre,4,T4,1,2010
348,14/12/2010,12,Diciembre,4,T4,1,2010
349,15/12/2010,12,Diciembre,4,T4,1,2010
350,16/12/2010,12,Diciembre,4,T4,1,2010
351,17/12/2010,12,Diciembre,4,T4,1,2010
352,18/12/2010,12,Diciembre,4,T4,1,2010
353,19/12/2010,12,Diciembre,4,T4,1,2010
354,20/12/2010,12,Diciembre,4,T4,1,2010
355,21/12/2010,12,Diciembre,4,T4,1,2010
356,22/12/2010,12,Diciembre,4,T4,1,2010
357,23/12/2010,12,Diciembre,4,T4,1,2010
358,24/12/2010,12,Diciembre,4,T4,1,2010
359,25/12/2010,12,Diciembre,4,T4,1,2010
360,26/12/2010,12,Diciembre,4,T4,1,2010
361,27/12/2010,12,Diciembre,4,T4,1,2010
362,28/12/2010,12,Diciembre,4,T4,1,2010
363,29/12/2010,12,Diciembre,4,T4,1,2010
364,30/12/2010,12,Diciembre,4,T4,1,2010
365,31/12/2010,12,Diciembre,4,T4,1,2010
366,01/01/2011,13,Enero,5,T1,2,2011
367,02/01/2011,13,Enero,5,T1,2,2011
368,03/01/2011,13,Enero,5,T1,2,2011
369,04/01/2011,13,Enero,5,T1,2,2011
370,05/01/2011,13,Enero,5,T1,2,2011
371,06/01/2011,13,Enero,5,T1,2,2011
372,07/01/2011,13,Enero,5,T1,2,2011
373,08/01/2011,13,Enero,5,T1,2,2011
374,09/01/2011,13,Enero,5,T1,2,2011
375,10/01/2011,13,Enero,5,T1,2,2011
376,11/01/2011,13,Enero,5,T1,2,2011
377,12/01/2011,13,Enero,5,T1,2,2011
378,13/01/2011,13,Enero,5,T1,2,2011
379,14/01/2011,13,Enero,5,T1,2,2011
380,15/01/2011,13,Enero,5,T1,2,2011
381,16/01/2011,13,Enero,5,T1,2,2011
382,17/01/2011,13,Enero,5,T1,2,2011
383,18/01/2011,13,Enero,5,T1,2,2011
384,19/01/2011,13,Enero,5,T1,2,2011
385,20/01/2011,13,Enero,5,T1,2,2011
386,21/01/2011,13,Enero,5,T1,2,2011
387,22/01/2011,13,Enero,5,T1,2,2011
388,23/01/2011,13,Enero,5,T1,2,2011
389,24/01/2011,13,Enero,5,T1,2,2011
390,25/01/2011,13,Enero,5,T1,2,2011
391,26/01/2011,13,Enero,5,T1,2,2011
392,27/01/2011,13,Enero,5,T1,2,2011
393,28/01/2011,13,Enero,5,T1,2,2011
394,29/01/2011,13,Enero,5,T1,2,2011
395,30/01/2011,13,Enero,5,T1,2,2011
396,31/01/2011,13,Enero,5,T1,2,2011
397,01/02/2011,14,Febrero,5,T1,2,2011
398,02/02/2011,14,Febrero,5,T1,2,2011
399,03/02/2011,14,Febrero,5,T1,2,2011
400,04/02/2011,14,Febrero,5,T1,2,2011
401,05/02/2011,14,Febrero,5,T1,2,2011
402,06/02/2011,14,Febrero,5,T1,2,2011
403,07/02/2011,14,Febrero,5,T1,2,2011
404,08/02/2011,14,Febrero,5,T1,2,2011
405,09/02/2011,14,Febrero,5,T1,2,2011
406,10/02/2011,14,Febrero,5,T1,2,2011
407,11/02/2011,14,Febrero,5,T1,2,2011
408,12/02/2011,14,Febrero,5,T1,2,2011
409,13/02/2011,14,Febrero,5,T1,2,2011
410,14/02/2011,14,Febrero,5,T1,2,2011
411,15/02/2011,14,Febrero,5,T1,2,2011
412,16/02/2011,14,Febrero,5,T1,2,2011
413,17/02/2011,14,Febrero,5,T1,2,2011
414,18/02/2011,14,Febrero,5,T1,2,2011
415,19/02/2011,14,Febrero,5,T1,2,2011
416,20/02/2011,14,Febrero,5,T1,2,2011
417,21/02/2011,14,Febrero,5,T1,2,2011
418,22/02/2011,14,Febrero,5,T1,2,2011
419,23/02/2011,14,Febrero,5,T1,2,2011
420,24/02/2011,14,Febrero,5,T1,2,2011
421,25/02/2011,14,Febrero,5,T1,2,2011
422,26/02/2011,14,Febrero,5,T1,2,2011
423,27/02/2011,14,Febrero,5,T1,2,2011
424,28/02/2011,14,Febrero,5,T1,2,2011
425,01/03/2011,15,Marzo,5,T1,2,2011
426,02/03/2011,15,Marzo,5,T1,2,2011
427,03/03/2011,15,Marzo,5,T1,2,2011
428,04/03/2011,15,Marzo,5,T1,2,2011
429,05/03/2011,15,Marzo,5,T1,2,2011
430,06/03/2011,15,Marzo,5,T1,2,2011
431,07/03/2011,15,Marzo,5,T1,2,2011
432,08/03/2011,15,Marzo,5,T1,2,2011
433,09/03/2011,15,Marzo,5,T1,2,2011
434,10/03/2011,15,Marzo,5,T1,2,2011
435,11/03/2011,15,Marzo,5,T1,2,2011
436,12/03/2011,15,Marzo,5,T1,2,2011
437,13/03/2011,15,Marzo,5,T1,2,2011
438,14/03/2011,15,Marzo,5,T1,2,2011
439,15/03/2011,15,Marzo,5,T1,2,2011
440,16/03/2011,15,Marzo,5,T1,2,2011
441,17/03/2011,15,Marzo,5,T1,2,2011
442,18/03/2011,15,Marzo,5,T1,2,2011
443,19/03/2011,15,Marzo,5,T1,2,2011
444,20/03/2011,15,Marzo,5,T1,2,2011
445,21/03/2011,15,Marzo,5,T1,2,2011
446,22/03/2011,15,Marzo,5,T1,2,2011
447,23/03/2011,15,Marzo,5,T1,2,2011
448,24/03/2011,15,Marzo,5,T1,2,2011
449,25/03/2011,15,Marzo,5,T1,2,2011
450,26/03/2011,15,Marzo,5,T1,2,2011
451,27/03/2011,15,Marzo,5,T1,2,2011
452,28/03/2011,15,Marzo,5,T1,2,2011
453,29/03/2011,15,Marzo,5,T1,2,2011
454,30/03/2011,15,Marzo,5,T1,2,2011
455,31/03/2011,15,Marzo,5,T1,2,2011
456,01/04/2011,16,Abril,6,T2,2,2011
457,02/04/2011,16,Abril,6,T2,2,2011
458,03/04/2011,16,Abril,6,T2,2,2011
459,04/04/2011,16,Abril,6,T2,2,2011
460,05/04/2011,16,Abril,6,T2,2,2011
461,06/04/2011,16,Abril,6,T2,2,2011
462,07/04/2011,16,Abril,6,T2,2,2011
463,08/04/2011,16,Abril,6,T2,2,2011
464,09/04/2011,16,Abril,6,T2,2,2011
465,10/04/2011,16,Abril,6,T2,2,2011
466,11/04/2011,16,Abril,6,T2,2,2011
467,12/04/2011,16,Abril,6,T2,2,2011
468,13/04/2011,16,Abril,6,T2,2,2011
469,14/04/2011,16,Abril,6,T2,2,2011
470,15/04/2011,16,Abril,6,T2,2,2011
471,16/04/2011,16,Abril,6,T2,2,2011
472,17/04/2011,16,Abril,6,T2,2,2011
473,18/04/2011,16,Abril,6,T2,2,2011
474,19/04/2011,16,Abril,6,T2,2,2011
475,20/04/2011,16,Abril,6,T2,2,2011
476,21/04/2011,16,Abril,6,T2,2,2011
477,22/04/2011,16,Abril,6,T2,2,2011
478,23/04/2011,16,Abril,6,T2,2,2011
479,24/04/2011,16,Abril,6,T2,2,2011
480,25/04/2011,16,Abril,6,T2,2,2011
481,26/04/2011,16,Abril,6,T2,2,2011
482,27/04/2011,16,Abril,6,T2,2,2011
483,28/04/2011,16,Abril,6,T2,2,2011
484,29/04/2011,16,Abril,6,T2,2,2011
485,30/04/2011,16,Abril,6,T2,2,2011
486,01/05/2011,17,Mayo,6,T2,2,2011
487,02/05/2011,17,Mayo,6,T2,2,2011
488,03/05/2011,17,Mayo,6,T2,2,2011
489,04/05/2011,17,Mayo,6,T2,2,2011
490,05/05/2011,17,Mayo,6,T2,2,2011
491,06/05/2011,17,Mayo,6,T2,2,2011
492,07/05/2011,17,Mayo,6,T2,2,2011
493,08/05/2011,17,Mayo,6,T2,2,2011
494,09/05/2011,17,Mayo,6,T2,2,2011
495,10/05/2011,17,Mayo,6,T2,2,2011
496,11/05/2011,17,Mayo,6,T2,2,2011
497,12/05/2011,17,Mayo,6,T2,2,2011
498,13/05/2011,17,Mayo,6,T2,2,2011
499,14/05/2011,17,Mayo,6,T2,2,2011
500,15/05/2011,17,Mayo,6,T2,2,2011
501,16/05/2011,17,Mayo,6,T2,2,2011
502,17/05/2011,17,Mayo,6,T2,2,2011
503,18/05/2011,17,Mayo,6,T2,2,2011
504,19/05/2011,17,Mayo,6,T2,2,2011
505,20/05/2011,17,Mayo,6,T2,2,2011
506,21/05/2011,17,Mayo,6,T2,2,2011
507,22/05/2011,17,Mayo,6,T2,2,2011
508,23/05/2011,17,Mayo,6,T2,2,2011
509,24/05/2011,17,Mayo,6,T2,2,2011
510,25/05/2011,17,Mayo,6,T2,2,2011
511,26/05/2011,17,Mayo,6,T2,2,2011
512,27/05/2011,17,Mayo,6,T2,2,2011
513,28/05/2011,17,Mayo,6,T2,2,2011
514,29/05/2011,17,Mayo,6,T2,2,2011
515,30/05/2011,17,Mayo,6,T2,2,2011
516,31/05/2011,17,Mayo,6,T2,2,2011
517,01/06/2011,18,Junio,6,T2,2,2011
518,02/06/2011,18,Junio,6,T2,2,2011
519,03/06/2011,18,Junio,6,T2,2,2011
520,04/06/2011,18,Junio,6,T2,2,2011
521,05/06/2011,18,Junio,6,T2,2,2011
522,06/06/2011,18,Junio,6,T2,2,2011
523,07/06/2011,18,Junio,6,T2,2,2011
524,08/06/2011,18,Junio,6,T2,2,2011
525,09/06/2011,18,Junio,6,T2,2,2011
526,10/06/2011,18,Junio,6,T2,2,2011
527,11/06/2011,18,Junio,6,T2,2,2011
528,12/06/2011,18,Junio,6,T2,2,2011
529,13/06/2011,18,Junio,6,T2,2,2011
530,14/06/2011,18,Junio,6,T2,2,2011
531,15/06/2011,18,Junio,6,T2,2,2011
532,16/06/2011,18,Junio,6,T2,2,2011
533,17/06/2011,18,Junio,6,T2,2,2011
534,18/06/2011,18,Junio,6,T2,2,2011
535,19/06/2011,18,Junio,6,T2,2,2011
536,20/06/2011,18,Junio,6,T2,2,2011
