ID_POBLACION,NOMBRE_POBLACION,ID_PROVINCIA,NOMBRE_PROVINCIA,ID_CCAA,NOMBRE_CCAA,ID_PAIS,NOMBRE_PAIS,FECHA_CARGA
33,Tarragona,1438,Burgos,1138,Castilla y León,8,España,2022-08-03
34,Lleida,1438,Burgos,1138,Castilla y León,8,España,2021-01-07
35,Cantabria,1438,Burgos,1138,Castilla y León,8,España,2020-04-12
36,Lugo,1438,Burgos,1138,Castilla y León,8,España,2021-06-16
37,Ciudad,1388,Cáceres,1335,Extremadura,8,España,2021-03-09
38,Ourense,1388,Cáceres,1335,Extremadura,8,España,2022-07-20
39,Ourense,1388,Cáceres,1335,Extremadura,8,España,2021-10-31
40,Tarragona,1388,Cáceres,1335,Extremadura,8,España,2021-11-22
41,Albacete,1779,Cádiz,1900,Andalucía,8,España,2022-02-15
42,Cuenca,1779,Cádiz,1900,Andalucía,8,España,2021-07-23
43,Ourense,1779,Cádiz,1900,Andalucía,8,España,2022-05-13
44,Pontevedra,1779,Cádiz,1900,Andalucía,8,España,2021-05-31
45,Girona,1854,Cantabria,1083,Cantabria,8,España,2022-08-21
46,Pontevedra,1854,Cantabria,1083,Cantabria,8,España,2020-02-09
47,Ceuta,1854,Cantabria,1083,Cantabria,8,España,2023-01-09
48,Salamanca,1854,Cantabria,1083,Cantabria,8,España,2020-04-16
49,Soria,1974,Castellón,1358,Comunidad Valenciana,8,España,2021-04-04
50,Santa Cruz de Tenerife,1974,Castellón,1358,Comunidad Valenciana,8,España,2023-08-24
51,Santa Cruz de Tenerife,1974,Castellón,1358,Comunidad Valenciana,8,España,2020-05-20
52,Granada,1974,Castellón,1358,Comunidad Valenciana,8,España,2023-08-27
53,Alicante,1041,Ciudad Real,1772,Castilla-La Mancha,8,España,2020-03-04
54,Toledo,1041,Ciudad Real,1772,Castilla-La Mancha,8,España,2021-05-21
55,Ávila,1041,Ciudad Real,1772,Castilla-La Mancha,8,España,2021-02-12
56,Guadalajara,1041,Ciudad Real,1772,Castilla-La Mancha,8,España,2020-02-11
57,Cádiz,1636,Córdoba,1156,Andalucía,8,España,2021-05-03
58,Barcelona,1636,Córdoba,1156,Andalucía,8,España,2020-09-15
59,Melilla,1636,Córdoba,1156,Andalucía,8,España,2022-08-27
60,Cáceres,1636,Córdoba,1156,Andalucía,8,España,2023-10-03
61,Lugo,1117,Cuenca,1577,Castilla-La Mancha,8,España,2021-03-22
62,Valencia,1117,Cuenca,1577,Castilla-La Mancha,8,España,2022-08-10
63,Zaragoza,1117,Cuenca,1577,Castilla-La Mancha,8,España,2023-12-03
64,Lleida,1117,Cuenca,1577,Castilla-La Mancha,8,España,2021-06-08
65,Burgos,1785,Gerona,1377,Cataluña,8,España,2020-12-09
66,Soria,1785,Gerona,1377,Cataluña,8,España,2023-05-25
67,Zaragoza,1785,Gerona,1377,Cataluña,8,España,2023-05-28
68,Ávila,1785,Gerona,1377,Cataluña,8,España,2020-08-22
69,Álava,1796,Granada,1838,Andalucía,8,España,2020-12-01
70,Murcia,1796,Granada,1838,Andalucía,8,España,2021-09-29
71,Lleida,1796,Granada,1838,Andalucía,8,España,2020-08-09
72,Soria,1796,Granada,1838,Andalucía,8,España,2023-03-31
73,Palencia,1026,Guadalajara,1951,Castilla-La Mancha,8,España,2021-09-30
74,Santa Cruz de Tenerife,1026,Guadalajara,1951,Castilla-La Mancha,8,España,2023-03-25
75,Badajoz,1026,Guadalajara,1951,Castilla-La Mancha,8,España,2023-10-19
76,Lugo,1026,Guadalajara,1951,Castilla-La Mancha,8,España,2022-02-07
77,Salamanca,1406,Guipúzcoa,1964,País Vasco,8,España,2021-02-10
78,Salamanca,1406,Guipúzcoa,1964,País Vasco,8,España,2020-06-04
79,Segovia,1406,Guipúzcoa,1964,País Vasco,8,España,2023-04-27
80,Santa Cruz de Tenerife,1406,Guipúzcoa,1964,País Vasco,8,España,2023-11-15
81,Tarragona,1850,Huelva,1642,Andalucía,8,España,2021-05-12
82,Segovia,1850,Huelva,1642,Andalucía,8,España,2020-07-27
83,Baleares,1850,Huelva,1642,Andalucía,8,España,2023-11-28
84,Alicante,1850,Huelva,1642,Andalucía,8,España,2021-09-09
85,Granada,1870,Huesca,1700,Aragón,8,España,2023-05-14
86,Baleares,1870,Huesca,1700,Aragón,8,España,2020-09-04
87,Ciudad,1870,Huesca,1700,Aragón,8,España,2023-03-05
88,Jaén,1870,Huesca,1700,Aragón,8,España,2020-03-25
89,Huesca,1355,Islas Baleares,1545,Islas Baleares,8,España,2022-05-27
90,Palencia,1355,Islas Baleares,1545,Islas Baleares,8,España,2023-09-16
91,La Rioja,1355,Islas Baleares,1545,Islas Baleares,8,España,2022-01-28
92,Madrid,1355,Islas Baleares,1545,Islas Baleares,8,España,2020-05-21
93,Cuenca,1518,Jaén,1663,Andalucía,8,España,2021-11-29
94,Tarragona,1518,Jaén,1663,Andalucía,8,España,2020-01-26
95,Castellón,1518,Jaén,1663,Andalucía,8,España,2022-05-10
96,León,1518,Jaén,1663,Andalucía,8,España,2022-09-30
97,Huesca,1108,La Coruña,1443,Galicia,8,España,2022-01-11
98,Soria,1108,La Coruña,1443,Galicia,8,España,2023-07-25
99,Murcia,1108,La Coruña,1443,Galicia,8,España,2022-07-30
100,Almería,1108,La Coruña,1443,Galicia,8,España,2023-12-19
101,Cuenca,1156,La Rioja,1445,La Rioja,8,España,2020-12-26
102,Baleares,1156,La Rioja,1445,La Rioja,8,España,2022-12-04
103,Ávila,1156,La Rioja,1445,La Rioja,8,España,2023-08-25
104,Segovia,1156,La Rioja,1445,La Rioja,8,España,2021-07-07
105,Almería,1630,Las Palmas,1827,Canarias,8,España,2023-01-07
106,Ciudad,1630,Las Palmas,1827,Canarias,8,España,2022-09-17
107,Zamora,1630,Las Palmas,1827,Canarias,8,España,2022-08-10
108,Asturias,1630,Las Palmas,1827,Canarias,8,España,2022-06-11
109,Palencia,1845,León,1748,Castilla y León,8,España,2023-04-28
110,Ceuta,1845,León,1748,Castilla y León,8,España,2021-07-03
111,Vizcaya,1845,León,1748,Castilla y León,8,España,2021-10-22
112,Zamora,1845,León,1748,Castilla y León,8,España,2021-05-17
113,Cuenca,1850,Lérida,1957,Cataluña,8,España,2020-06-26
114,Barcelona,1850,Lérida,1957,Cataluña,8,España,2021-07-25
115,Zaragoza,1850,Lérida,1957,Cataluña,8,España,2022-07-12
116,Baleares,1850,Lérida,1957,Cataluña,8,España,2021-05-14
117,Barcelona,1768,Lugo,1475,Galicia,8,España,2023-03-13
118,Huelva,1768,Lugo,1475,Galicia,8,España,2023-06-03
119,Palencia,1768,Lugo,1475,Galicia,8,España,2023-09-30
120,Albacete,1768,Lugo,1475,Galicia,8,España,2022-02-15
121,Córdoba,1344,Madrid,1029,Comunidad de Madrid,8,España,2022-10-09
122,Barcelona,1344,Madrid,1029,Comunidad de Madrid,8,España,2021-10-27
123,Melilla,1344,Madrid,1029,Comunidad de Madrid,8,España,2021-01-07
124,Valencia,1344,Madrid,1029,Comunidad de Madrid,8,España,2022-09-25
125,Lugo,1217,Málaga,1363,Andalucía,8,España,2021-06-13
126,Vizcaya,1217,Málaga,1363,Andalucía,8,España,2021-11-28
127,Málaga,1217,Málaga,1363,Andalucía,8,España,2021-07-26
128,León,1217,Málaga,1363,Andalucía,8,España,2023-05-05
129,Salamanca,1718,Murcia,1901,Región de Murcia,8,España,2021-07-19
130,Toledo,1718,Murcia,1901,Región de Murcia,8,España,2023-02-12
131,Lleida,1718,Murcia,1901,Región de Murcia,8,España,2020-01-21
132,Almería,1718,Murcia,1901,Región de Murcia,8,España,2022-11-24
133,La Coruña,1970,Navarra,1195,Comunidad Foral de Navarra,8,España,2020-06-24
134,Soria,1970,Navarra,1195,Comunidad Foral de Navarra,8,España,2021-05-09
135,Madrid,1970,Navarra,1195,Comunidad Foral de Navarra,8,España,2022-04-12
136,Asturias,1970,Navarra,1195,Comunidad Foral de Navarra,8,España,2022-09-27
137,Guadalajara,1568,Orense,1776,Galicia,8,España,2021-05-07
138,Asturias,1568,Orense,1776,Galicia,8,España,2023-11-15
139,Cuenca,1568,Orense,1776,Galicia,8,España,2022-09-02
140,Jaén,1568,Orense,1776,Galicia,8,España,2023-08-15
141,Lleida,1728,Palencia,1502,Castilla y León,8,España,2022-07-06
142,Badajoz,1728,Palencia,1502,Castilla y León,8,España,2020-02-05
143,Segovia,1728,Palencia,1502,Castilla y León,8,España,2020-07-09
144,Las Palmas,1728,Palencia,1502,Castilla y León,8,España,2021-08-25
145,Ceuta,1226,Pontevedra,1414,Galicia,8,España,2023-11-17
146,Guipúzcoa,1226,Pontevedra,1414,Galicia,8,España,2021-05-13
147,La Coruña,1226,Pontevedra,1414,Galicia,8,España,2021-09-19
148,Toledo,1226,Pontevedra,1414,Galicia,8,España,2023-09-21
149,Guadalajara,1595,Salamanca,1377,Castilla y León,8,España,2022-08-27
150,Guadalajara,1595,Salamanca,1377,Castilla y León,8,España,2023-02-07
151,Huesca,1595,Salamanca,1377,Castilla y León,8,España,2022-12-23
152,Soria,1595,Salamanca,1377,Castilla y León,8,España,2021-12-05
153,Asturias,1435,Santa Cruz de Tenerife,1763,Canarias,8,España,2023-02-01
154,Ávila,1435,Santa Cruz de Tenerife,1763,Canarias,8,España,2021-11-08
155,Las Palmas,1435,Santa Cruz de Tenerife,1763,Canarias,8,España,2021-12-21
156,Valencia,1435,Santa Cruz de Tenerife,1763,Canarias,8,España,2023-12-10
157,Zaragoza,1464,Segovia,1277,Castilla y León,8,España,2021-09-19
158,Navarra,1464,Segovia,1277,Castilla y León,8,España,2021-05-29
159,Palencia,1464,Segovia,1277,Castilla y León,8,España,2021-04-17
160,Sevilla,1464,Segovia,1277,Castilla y León,8,España,2020-09-04
161,La Rioja,1738,Sevilla,1197,Andalucía,8,España,2021-10-08
162,Sevilla,1738,Sevilla,1197,Andalucía,8,España,2020-09-01
163,Toledo,1738,Sevilla,1197,Andalucía,8,España,2023-01-02
164,Girona,1738,Sevilla,1197,Andalucía,8,España,2023-11-14
165,Huelva,1189,Soria,1196,Castilla y León,8,España,2021-03-19
166,Ourense,1189,Soria,1196,Castilla y León,8,España,2022-09-18
167,Burgos,1189,Soria,1196,Castilla y León,8,España,2021-07-20
168,Ceuta,1189,Soria,1196,Castilla y León,8,España,2023-04-22
169,Huelva,1778,Tarragona,1537,Cataluña,8,España,2023-05-07
170,Baleares,1778,Tarragona,1537,Cataluña,8,España,2021-08-02
171,Ourense,1778,Tarragona,1537,Cataluña,8,España,2020-07-24
172,Zaragoza,1778,Tarragona,1537,Cataluña,8,España,2021-02-01
173,Navarra,1303,Teruel,1232,Aragón,8,España,2022-01-09
174,Pontevedra,1303,Teruel,1232,Aragón,8,España,2021-01-02
175,Albacete,1303,Teruel,1232,Aragón,8,España,2021-09-11
176,Cuenca,1303,Teruel,1232,Aragón,8,España,2020-01-29
177,Guipúzcoa,1725,Toledo,1546,Castilla-La Mancha,8,España,2020-09-16
178,Álava,1725,Toledo,1546,Castilla-La Mancha,8,España,2021-07-15
179,Burgos,1725,Toledo,1546,Castilla-La Mancha,8,España,2020-04-03
180,Asturias,1725,Toledo,1546,Castilla-La Mancha,8,España,2020-04-21
181,Valencia,1566,Valencia,1299,Comunidad Valenciana,8,España,2023-11-29
182,Ávila,1566,Valencia,1299,Comunidad Valenciana,8,España,2020-09-15
183,Jaén,1566,Valencia,1299,Comunidad Valenciana,8,España,2023-07-30
184,Lleida,1566,Valencia,1299,Comunidad Valenciana,8,España,2022-10-02
185,Cáceres,1105,Valladolid,1893,Castilla y León,8,España,2020-01-26
186,Granada,1105,Valladolid,1893,Castilla y León,8,España,2023-03-21
187,Vizcaya,1105,Valladolid,1893,Castilla y León,8,España,2021-08-05
188,Almería,1105,Valladolid,1893,Castilla y León,8,España,2022-08-19
189,Cáceres,1490,Vizcaya,1451,País Vasco,8,España,2021-11-28
190,Soria,1490,Vizcaya,1451,País Vasco,8,España,2021-01-12
191,Cuenca,1490,Vizcaya,1451,País Vasco,8,España,2020-04-15
192,Sevilla,1490,Vizcaya,1451,País Vasco,8,España,2021-06-01
193,Madrid,1963,Zamora,1882,Castilla y León,8,España,2022-09-05
194,La Rioja,1963,Zamora,1882,Castilla y León,8,España,2020-08-21
195,Castellón,1963,Zamora,1882,Castilla y León,8,España,2020-05-13
196,Huelva,1963,Zamora,1882,Castilla y León,8,España,2022-03-31
197,Baleares,1503,Zaragoza,1075,Aragón,8,España,2023-03-27
198,Soria,1503,Zaragoza,1075,Aragón,8,España,2023-07-13
199,Melilla,1503,Zaragoza,1075,Aragón,8,España,2023-11-06
200,Alicante,1503,Zaragoza,1075,Aragón,8,España,2020-04-19
201,La Coruña,1155,Ceuta,1152,Ceuta,8,España,2023-02-26
202,Álava,1155,Ceuta,1152,Ceuta,8,España,2021-09-14
203,Granada,1155,Ceuta,1152,Ceuta,8,España,2020-06-23
204,Vizcaya,1155,Ceuta,1152,Ceuta,8,España,2021-05-23
205,Valladolid,1121,Melilla,1571,Melilla,8,España,2022-05-02
206,Girona,1121,Melilla,1571,Melilla,8,España,2023-05-26
207,Baleares,1121,Melilla,1571,Melilla,8,España,2023-05-05
208,Madrid,1121,Melilla,1571,Melilla,8,España,2023-06-20
209,Cádiz,1794,Provincia de Mozambique,1535,Región de Mozambique,30,Mozambique,2022-02-18
210,Jaén,1930,Provincia de Vanuatu,1453,Región de Vanuatu,59,Vanuatu,2021-08-31
211,Málaga,1439,Provincia de Bahamas,1312,Región de Bahamas,77,Bahamas,2023-03-10
212,Asturias,1061,Provincia de Belice,1624,Región de Belice,81,Belice,2020-07-22
213,Valencia,1212,Provincia de Alemania,1640,Región de Alemania,99,Alemania,2021-03-08
214,Las Palmas,1676,Provincia de Eslovenia,1083,Región de Eslovenia,35,Eslovenia,2020-11-17
215,Lleida,1177,Provincia de Timor-Leste,1565,Región de Timor-Leste,32,Timor-Leste,2020-06-02
216,Guadalajara,1002,Provincia de Suecia,1418,Región de Suecia,22,Suecia,2022-07-11
217,Ourense,1608,Provincia de Irán,1481,Región de Irán,90,Irán,2021-08-19
218,Teruel,1237,Provincia de Bolivia,1295,Región de Bolivia,5,Bolivia,2023-12-18
219,Girona,1719,Provincia de Ghana,1880,Región de Ghana,38,Ghana,2022-07-18
220,La Coruña,1703,Provincia de República Unid...,1239,Región de República Unida de Tanzanía,11,República Unida de Tanzanía,2021-06-25
221,Guadalajara,1603,Provincia de Brasil,1677,Región de Brasil,82,Brasil,2021-02-09
222,Zaragoza,1117,Provincia de Angola,1557,Región de Angola,56,Angola,2021-04-05
223,Tarragona,1152,Provincia de Côte d'Ivoire,1930,Región de Côte d'Ivoire,84,Côte d'Ivoire,2021-06-28
224,Ávila,1073,Provincia de Serbia,1061,Región de Serbia,20,Serbia,2020-12-05
225,Badajoz,1609,Provincia de Estados Unidos...,1766,Región de Estados Unidos de América,41,Estados Unidos de América,2023-03-11
226,Las Palmas,1449,Provincia de Ghana,1127,Región de Ghana,38,Ghana,2022-08-17
227,Melilla,1311,Provincia de Irán,1716,Región de Irán,90,Irán,2022-04-04
228,La Coruña,1512,Provincia de Sudán,1552,Región de Sudán,36,Sudán,2022-10-08
229,Valencia,1082,Provincia de República Demo...,1612,Región de República Democrática del Congo,58,República Democrática del Congo,2020-03-22
230,Ceuta,1752,Provincia de Filipinas,1330,Región de Filipinas,57,Filipinas,2023-05-21
231,Vizcaya,1026,Provincia de Lituania,1093,Región de Lituania,34,Lituania,2021-04-13
232,Asturias,1856,Provincia de Ucrania,1881,Región de Ucrania,88,Ucrania,2023-03-24
233,Melilla,1973,Provincia de Bahamas,1021,Región de Bahamas,77,Bahamas,2023-10-08
234,Vizcaya,1590,Provincia de Sudán,1041,Región de Sudán,36,Sudán,2020-12-24
235,Huelva,1531,Provincia de Polonia,1667,Región de Polonia,62,Polonia,2022-06-24
236,Ciudad,1185,Provincia de Somalia,1599,Región de Somalia,37,Somalia,2022-06-11
237,Burgos,1833,Provincia de Andorra,1503,Región de Andorra,83,Andorra,2020-07-05
238,Cantabria,1356,Provincia de Polonia,1418,Región de Polonia,62,Polonia,2021-11-13
239,Pontevedra,1686,Provincia de Burkina Faso,1107,Región de Burkina Faso,43,Burkina Faso,2020-11-25
240,Valladolid,1421,Provincia de Tayikistán,1710,Región de Tayikistán,44,Tayikistán,2022-10-11
241,Cádiz,1678,Provincia de Ghana,1967,Región de Ghana,38,Ghana,2022-03-31
242,Lleida,1563,Provincia de Alemania,1037,Región de Alemania,99,Alemania,2022-07-20
243,Soria,1322,Provincia de Italia,1258,Región de Italia,13,Italia,2021-10-24
244,Santa Cruz de Tenerife,1993,Provincia de Jamaica,1791,Región de Jamaica,16,Jamaica,2022-04-07
245,Burgos,1844,Provincia de Cabo Verde,1001,Región de Cabo Verde,67,Cabo Verde,2023-09-08
246,Asturias,1473,Provincia de Panamá,1423,Región de Panamá,71,Panamá,2020-04-21
247,León,1530,Provincia de Eslovaquia,1370,Región de Eslovaquia,26,Eslovaquia,2023-06-29
248,Zamora,1510,Provincia de Montenegro,1640,Región de Montenegro,98,Montenegro,2022-06-24
249,Palencia,1052,Provincia de Alemania,1208,Región de Alemania,99,Alemania,2021-06-30
250,Huelva,1134,Provincia de Nigeria,1949,Región de Nigeria,72,Nigeria,2021-08-12
251,Granada,1901,Provincia de República Demo...,1715,Región de República Democrática del Congo,58,República Democrática del Congo,2022-09-19
252,León,1029,Provincia de Austria,1996,Región de Austria,17,Austria,2023-07-14
253,Almería,1818,Provincia de Francia,1245,Región de Francia,79,Francia,2023-12-24
254,Girona,1318,Provincia de Suecia,1564,Región de Suecia,22,Suecia,2020-01-29
255,Segovia,1417,Provincia de Nigeria,1095,Región de Nigeria,72,Nigeria,2021-04-05
256,Salamanca,1472,Provincia de Jamaica,1969,Región de Jamaica,16,Jamaica,2020-08-28
257,Lleida,1852,Provincia de Côte d'Ivoire,1157,Región de Côte d'Ivoire,84,Côte d'Ivoire,2022-10-17
258,León,1298,Provincia de República Fede...,1521,Región de República Federal Democrática de Nepal,93,República Federal Democrática de Nepal,2023-12-15
259,Guadalajara,1425,Provincia de Sudán,1854,Región de Sudán,36,Sudán,2022-09-15
260,Málaga,1249,Provincia de Polonia,1467,Región de Polonia,62,Polonia,2023-02-02
261,Almería,1392,Provincia de Serbia,1195,Región de Serbia,20,Serbia,2023-05-12
262,Badajoz,1764,Provincia de Cabo Verde,1900,Región de Cabo Verde,67,Cabo Verde,2020-10-06
263,Teruel,1282,Provincia de Maldivas,1791,Región de Maldivas,10,Maldivas,2022-04-29
264,Málaga,1956,Provincia de Barbados,1806,Región de Barbados,45,Barbados,2022-11-05
265,Alicante,1840,Provincia de Sudán,1002,Región de Sudán,36,Sudán,2021-08-02
266,Teruel,1305,Provincia de San Vicente y ...,1857,Región de San Vicente y las Granadinas,94,San Vicente y las Granadinas,2023-04-17
267,León,1675,Provincia de Jordania,1501,Región de Jordania,76,Jordania,2020-10-31
268,Huesca,1551,Provincia de Vanuatu,1495,Región de Vanuatu,59,Vanuatu,2021-12-07
269,Girona,1565,Provincia de Tayikistán,1781,Región de Tayikistán,44,Tayikistán,2023-01-17
270,La Rioja,1466,Provincia de Mongolia,1955,Región de Mongolia,50,Mongolia,2021-10-21
271,Soria,1714,Provincia de Eslovaquia,1244,Región de Eslovaquia,26,Eslovaquia,2023-03-17
272,Zamora,1239,Provincia de Países Bajos,1876,Región de Países Bajos,51,Países Bajos,2022-04-21
273,Asturias,1325,Provincia de Argentina,1762,Región de Argentina,6,Argentina,2022-08-26
274,Badajoz,1935,Provincia de Swazilandia,1830,Región de Swazilandia,92,Swazilandia,2022-02-19
275,Girona,1679,Provincia de Países Bajos,1811,Región de Países Bajos,51,Países Bajos,2023-08-28
276,Toledo,1507,Provincia de República Domi...,1987,Región de República Dominicana,21,República Dominicana,2020-03-16
277,Guipúzcoa,1514,Provincia de Qatar,1988,Región de Qatar,18,Qatar,2023-04-23
278,Palencia,1890,Provincia de Tayikistán,1102,Región de Tayikistán,44,Tayikistán,2022-06-20
279,Huelva,1538,Provincia de Israel,1932,Región de Israel,14,Israel,2022-07-24
280,Segovia,1739,Provincia de Vietman,1147,Región de Vietman,2,Vietman,2022-04-19
281,Barcelona,1993,Provincia de Niger,1158,Región de Niger,85,Niger,2020-06-02
282,Granada,1800,Provincia de Polonia,1992,Región de Polonia,62,Polonia,2021-06-26
283,Segovia,1638,Provincia de Barbados,1709,Región de Barbados,45,Barbados,2022-03-25
284,Barcelona,1082,Provincia de Niger,1872,Región de Niger,85,Niger,2021-11-03
285,Segovia,1879,Provincia de Ucrania,1546,Región de Ucrania,88,Ucrania,2022-02-17
286,Málaga,1641,Provincia de Bosnia y Herze...,1735,Región de Bosnia y Herzegovina,42,Bosnia y Herzegovina,2022-09-26
287,Albacete,1036,Provincia de Panamá,1632,Región de Panamá,71,Panamá,2020-05-20
288,Granada,1646,Provincia de Timor-Leste,1700,Región de Timor-Leste,32,Timor-Leste,2021-08-11
289,Castellón,1764,Provincia de Togo,1092,Región de Togo,31,Togo,2022-06-07
290,Vizcaya,1778,Provincia de Israel,1648,Región de Israel,14,Israel,2023-12-12
291,Cantabria,1454,Provincia de Israel,1170,Región de Israel,14,Israel,2023-11-22
292,Barcelona,1925,Provincia de República Popu...,1029,Región de República Popular Democrática de Corea,40,República Popular Democrática de Corea,2020-04-04
293,Asturias,1815,Provincia de Burkina Faso,1057,Región de Burkina Faso,43,Burkina Faso,2021-08-23
294,Zamora,1383,Provincia de Gabón,1441,Región de Gabón,47,Gabón,2020-10-25
295,Málaga,1543,Provincia de Etiopía,1421,Región de Etiopía,33,Etiopía,2023-03-05
296,Sevilla,1811,Provincia de Bahrein,1184,Región de Bahrein,89,Bahrein,2020-12-14
297,Vizcaya,1080,Provincia de Guinea,1624,Región de Guinea,24,Guinea,2022-02-22
298,Pontevedra,1699,Provincia de Belice,1246,Región de Belice,81,Belice,2022-10-16
299,Burgos,1146,Provincia de Jordania,1237,Región de Jordania,76,Jordania,2022-08-02
300,Cádiz,1260,Provincia de Andorra,1470,Región de Andorra,83,Andorra,2021-06-06
301,Toledo,1009,Provincia de Guinea Ecuatorial,1920,Región de Guinea Ecuatorial,87,Guinea Ecuatorial,2022-08-10
302,Alicante,1693,Provincia de Ghana,1559,Región de Ghana,38,Ghana,2020-11-19
303,Huesca,1452,Provincia de República Unid...,1967,Región de República Unida de Tanzanía,11,República Unida de Tanzanía,2021-12-08
304,León,1306,Provincia de Bahamas,1654,Región de Bahamas,77,Bahamas,2022-05-18
305,Valladolid,1256,Provincia de Irán,1467,Región de Irán,90,Irán,2021-09-10
306,Ceuta,1393,Provincia de Túnez,1873,Región de Túnez,27,Túnez,2022-09-16
307,Granada,1242,Provincia de Letonia,1390,Región de Letonia,15,Letonia,2023-03-17
308,Cantabria,1588,Provincia de Gabón,1302,Región de Gabón,47,Gabón,2023-12-03
309,Soria,1022,Provincia de Zambia,1849,Región de Zambia,39,Zambia,2023-09-10
310,Lleida,1281,Provincia de Bulgaria,1008,Región de Bulgaria,52,Bulgaria,2023-03-05
311,Vizcaya,1796,Provincia de Bahrein,1762,Región de Bahrein,89,Bahrein,2020-04-10
312,Málaga,1763,Provincia de Francia,1508,Región de Francia,79,Francia,2021-08-09
313,Cáceres,1621,Provincia de Togo,1821,Región de Togo,31,Togo,2021-12-22
314,Zaragoza,1651,Provincia de Mozambique,1194,Región de Mozambique,30,Mozambique,2023-06-25
315,Córdoba,1694,Provincia de Lituania,1773,Región de Lituania,34,Lituania,2023-09-12
316,Segovia,1858,Provincia de Bahrein,1140,Región de Bahrein,89,Bahrein,2023-07-10
317,Huesca,1925,Provincia de Israel,1642,Región de Israel,14,Israel,2023-08-16
318,Teruel,1316,Provincia de Argentina,1807,Región de Argentina,6,Argentina,2022-06-21
319,Girona,1593,Provincia de Bolivia,1373,Región de Bolivia,5,Bolivia,2020-09-26
320,Valladolid,1931,Provincia de Italia,1302,Región de Italia,13,Italia,2021-10-31
321,Cuenca,1425,Provincia de Liechtenstein,1179,Región de Liechtenstein,97,Liechtenstein,2021-02-15
322,Málaga,1805,Provincia de Qatar,1552,Región de Qatar,18,Qatar,2022-01-19
323,Las Palmas,1513,Provincia de Albania,1935,Región de Albania,69,Albania,2021-07-12
324,Ceuta,1263,Provincia de Federación de ...,1935,Región de Federación de Rusia,23,Federación de Rusia,2022-09-13
325,Huelva,1764,Provincia de Zambia,1891,Región de Zambia,39,Zambia,2021-11-24
326,La Rioja,1479,Provincia de Jamaica,1986,Región de Jamaica,16,Jamaica,2020-06-03
327,La Coruña,1772,Provincia de Serbia,1989,Región de Serbia,20,Serbia,2021-04-07
328,Ciudad,1741,Provincia de Ucrania,1690,Región de Ucrania,88,Ucrania,2022-03-24
329,Ávila,1374,Provincia de Canadá,1092,Región de Canadá,73,Canadá,2022-03-19
330,Ceuta,1270,Provincia de Vietman,1549,Región de Vietman,2,Vietman,2020-09-10
331,Guadalajara,1377,Provincia de Camerún,1688,Región de Camerún,60,Camerún,2023-10-08
332,Teruel,1598,Provincia de Eslovenia,1390,Región de Eslovenia,35,Eslovenia,2023-07-31
